,Location,Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,Real Rooms
311,"Damansara Heights, Kuala Lumpur",1365000.0,4.0,6.0,Bungalow,Land area : 7880 sq. ft.,Partly Furnished,6
315,"Bangsar, Kuala Lumpur",336000.0,2.0,2.0,Others,"Built-up : 2,400 sq. ft.",Partly Furnished,3
316,"Desa ParkCity, Kuala Lumpur",363300.0,3.0,2.0,Condo,"Built-up : 1,690 sq. ft.",Fully Furnished,4
317,"Desa ParkCity, Kuala Lumpur",315000.0,2.0,2.0,Condo,"Built-up : 1,346 sq. ft.",Fully Furnished,4
320,"Desa ParkCity, Kuala Lumpur",315000.0,3.0,2.0,Condo,"Built-up : 1,400 sq. ft.",Partly Furnished,4
322,"Desa ParkCity, Kuala Lumpur",247800.0,3.0,2.0,Condo,"Built-up : 1,507 sq. ft.",Partly Furnished,3
326,"KLCC, Kuala Lumpur",619500.0,4.0,2.0,Condo,"Built-up : 2,674 sq. ft.",Partly Furnished,4
327,"Bangsar South, Kuala Lumpur",102900.0,1.0,1.0,Residence,Built-up : 520 sq. ft.,Fully Furnished,1
328,"KLCC, Kuala Lumpur",648900.0,2.0,2.0,Residence,"Built-up : 1,572 sq. ft.",Partly Furnished,2
330,"KLCC, Kuala Lumpur",258300.0,4.0,2.0,Residence,"Built-up : 1,378 sq. ft.",Fully Furnished,4
331,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",73500.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Partly Furnished,3
332,"KLCC, Kuala Lumpur",258300.0,1.0,1.0,Residence,Built-up : 850 sq. ft.,Fully Furnished,1
333,"Desa ParkCity, Kuala Lumpur",262500.0,2.0,2.0,Condo,"Built-up : 1,303 sq. ft.",Partly Furnished,3
334,"Desa ParkCity, Kuala Lumpur",525000.0,5.0,3.0,Terrace/Link,Land area : 22x62 sq. ft.,Partly Furnished,4
335,"Desa ParkCity, Kuala Lumpur",231000.0,3.0,2.0,Condo,"Built-up : 1,378 sq. ft.",Unfurnished,3
336,"Desa ParkCity, Kuala Lumpur",415800.0,4.0,3.0,Terrace/Link,Land area : 22x75 sq. ft.,Partly Furnished,4
337,"Bangsar, Kuala Lumpur",273000.0,2.0,2.0,Others,Land area : 24x55 sq. ft.,Partly Furnished,3
338,"Taman Melawati, Kuala Lumpur",588000.0,6.0,4.0,Bungalow,Land area : 5628 sq. ft.,Partly Furnished,5
340,"KLCC, Kuala Lumpur",756000.0,5.0,2.0,Residence,"Built-up : 3,897 sq. ft.",Partly Furnished,4
342,"KLCC, Kuala Lumpur",819000.0,2.0,2.0,Residence,"Built-up : 1,636 sq. ft.",Partly Furnished,2
343,"KLCC, Kuala Lumpur",273000.0,1.0,1.0,Residence,Built-up : 925 sq. ft.,Partly Furnished,1
345,"Bukit Jalil, Kuala Lumpur",91980.0,2.0,1.0,Duplex,"Built-up : 1,018 sq. ft.",Partly Furnished,3
346,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",111300.0,2.0,1.0,Residence,Built-up : 900 sq. ft.,Partly Furnished,4
347,"Setiawangsa, Kuala Lumpur",123900.0,2.0,2.0,Condo,"Built-up : 1,196 sq. ft.",Partly Furnished,3
349,"KLCC, Kuala Lumpur",210000.0,1.0,1.0,Condo,Built-up : 751 sq. ft.,Partly Furnished,1
350,"KLCC, Kuala Lumpur",399000.0,2.0,1.0,Condo,Built-up : 915 sq. ft.,Partly Furnished,3
352,"KLCC, Kuala Lumpur",504000.0,2.0,1.0,Residence,"Built-up : 1,006 sq. ft.",Fully Furnished,2
353,"Setapak, Kuala Lumpur",79800.0,2.0,2.0,Condo,Built-up : 950 sq. ft.,Unfurnished,4
354,"KLCC, Kuala Lumpur",251580.0,1.0,1.0,Residence,Built-up : 764 sq. ft.,Fully Furnished,2
355,"KLCC, Kuala Lumpur",210000.0,1.0,1.0,Condo,Built-up : 657 sq. ft.,Partly Furnished,1
356,"Bangsar, Kuala Lumpur",2520000.0,6.0,4.0,Bungalow,Land area : 11500 sq. ft.,Partly Furnished,7
357,"Taman Tun Dr Ismail, Kuala Lumpur",268800.0,3.0,2.0,Terrace/Link,Land area : 25x75 sq. ft.,Partly Furnished,4
358,"KLCC, Kuala Lumpur",373800.0,1.0,1.0,Residence,Built-up : 728 sq. ft.,Fully Furnished,1
360,"KLCC, Kuala Lumpur",483000.0,1.0,1.0,Residence,"Built-up : 1,023 sq. ft.",Partly Furnished,1
361,"Sungai Besi, Kuala Lumpur",281400.0,6.0,4.0,Terrace/Link,Land area : 24x80 sq. ft.,Partly Furnished,5
362,"Sungai Besi, Kuala Lumpur",336000.0,6.0,4.0,Terrace/Link,Land area : 10+24 x 80 sq. ft.,Partly Furnished,5
363,"KLCC, Kuala Lumpur",210000.0,1.0,1.0,Condo,Built-up : 751 sq. ft.,Partly Furnished,1
364,"KLCC, Kuala Lumpur",168000.0,3.0,1.0,Residence,"Built-up : 1,055 sq. ft.",Fully Furnished,3
365,"Sentul, Kuala Lumpur",67200.0,2.0,2.0,Residence,Land area : 646sf~1001sf sq. ft.,Unfurnished,4
367,"KLCC, Kuala Lumpur",756000.0,5.0,2.0,Residence,"Built-up : 3,897 sq. ft.",Partly Furnished,4
368,"Bukit Bintang, Kuala Lumpur",1260000.0,5.0,2.0,Residence,"Built-up : 4,157 sq. ft.",Partly Furnished,5
369,"Taman Tun Dr Ismail, Kuala Lumpur",228900.0,2.0,2.0,Terrace/Link,Land area : 24x80 sq. ft.,Partly Furnished,3
370,"KLCC, Kuala Lumpur",262500.0,4.0,2.0,Residence,"Built-up : 1,378 sq. ft.",Fully Furnished,4
371,"KLCC, Kuala Lumpur",483000.0,2.0,1.0,Residence,"Built-up : 1,023 sq. ft.",Partly Furnished,1
372,"Taman Tun Dr Ismail, Kuala Lumpur",279300.0,3.0,2.0,Terrace/Link,Land area : 24x75 sq. ft.,Partly Furnished,4
373,"Bukit Jalil, Kuala Lumpur",189000.0,3.0,3.0,Condo,"Built-up : 1,513 sq. ft.",Partly Furnished,5
374,"Mont Kiara, Kuala Lumpur",388500.0,4.0,2.0,Condo,"Built-up : 1,830 sq. ft.",Partly Furnished,5
375,"KLCC, Kuala Lumpur",504000.0,2.0,1.0,Residence,"Built-up : 1,006 sq. ft.",Partly Furnished,2
376,"Wangsa Maju, Kuala Lumpur",338793.0,5.0,3.0,Condo,"Built-up : 2,336 sq. ft.",Partly Furnished,4
377,"KLCC, Kuala Lumpur",512400.0,2.0,1.0,Residence,"Built-up : 1,023 sq. ft.",Fully Furnished,1
378,"Damansara Heights, Kuala Lumpur",1050000.0,3.0,4.0,Bungalow,Land area : 7700 sq. ft.,Partly Furnished,4
379,"Sri Hartamas, Kuala Lumpur",1533000.0,6.0,6.0,Bungalow,Land area : 7300 sq. ft.,Partly Furnished,6
382,"Mont Kiara, Kuala Lumpur",388500.0,4.0,2.0,Condo,"Built-up : 1,830 sq. ft.",Partly Furnished,5
383,"KL Sentral, Kuala Lumpur",164637.9,1.0,1.0,Residence,Built-up : 650 sq. ft.,Partly Furnished,1
385,"Chan Sow Lin, Kuala Lumpur",119532.0,2.0,2.0,Residence,Built-up : 888 sq. ft.,Unfurnished,2
386,"Cheras, Kuala Lumpur",92316.0,2.0,2.0,Condo,Land area : 850sf~1000sf sq. ft.,Partly Furnished,3
387,"Taman Tun Dr Ismail, Kuala Lumpur",241500.0,2.0,1.0,Condo,"Built-up : 1,560 sq. ft.",Partly Furnished,3
388,"Bukit Jalil, Kuala Lumpur",89250.0,2.0,1.0,Condo,Land area : 1087 sq. ft.,Partly Furnished,4
389,"Bangsar, Kuala Lumpur",2100000.0,7.0,5.0,Condo,"Built-up : 6,913 sq. ft.",Partly Furnished,6
390,"Mont Kiara, Kuala Lumpur",378000.0,4.0,2.0,Condo,"Built-up : 2,243 sq. ft.",Partly Furnished,4
392,"Cheras, Kuala Lumpur",92316.0,2.0,2.0,Condo,Land area : 850-1000 sq. ft.,Partly Furnished,3
394,"Jalan Kuching, Kuala Lumpur",121800.0,2.0,1.0,Condo,"Built-up : 1,590 sq. ft.",Partly Furnished,3
395,"Mont Kiara, Kuala Lumpur",129780.0,1.0,1.0,Residence,Land area : 650 sq. ft.,Fully Furnished,1
396,"Mont Kiara, Kuala Lumpur",318780.0,3.0,3.0,Condo,"Built-up : 2,648 sq. ft.",Partly Furnished,4
397,"Mont Kiara, Kuala Lumpur",466200.0,4.0,3.0,Condo,"Built-up : 2,973 sq. ft.",Partly Furnished,5
398,"KLCC, Kuala Lumpur",756000.0,4.0,2.0,Residence,"Built-up : 3,897 sq. ft.",Fully Furnished,4
399,"Taman Tun Dr Ismail, Kuala Lumpur",241500.0,2.0,2.0,Terrace/Link,Land area : 22x80 sq. ft.,Partly Furnished,3
400,"Desa ParkCity, Kuala Lumpur",588000.0,4.0,3.0,Terrace/Link,"Land area : 2850, 38x75 sq. ft.",Partly Furnished,5
401,"Taman Tun Dr Ismail, Kuala Lumpur",651000.0,4.0,3.0,Others,Land area : 3600 sq. ft.,Partly Furnished,5
402,"Taman Tun Dr Ismail, Kuala Lumpur",289800.0,3.0,2.0,Terrace/Link,Land area : 23x75 sq. ft.,Partly Furnished,4
403,"Taman Tun Dr Ismail, Kuala Lumpur",304500.0,2.0,2.0,Terrace/Link,"Land area : 24x80, 1920 sq. ft.",Fully Furnished,3
404,"Bangsar, Kuala Lumpur",1029000.0,4.0,4.0,Bungalow,Land area : 11676 sq. ft.,Partly Furnished,7
405,"Taman Tun Dr Ismail, Kuala Lumpur",352800.0,3.0,4.0,Terrace/Link,Land area : 24x75 sq. ft.,Partly Furnished,4
406,"Damansara Heights, Kuala Lumpur",325500.0,3.0,2.0,Terrace/Link,Land area : 24x80 sq. ft.,Unfurnished,4
407,"Mont Kiara, Kuala Lumpur",409500.0,4.0,3.0,Condo,"Built-up : 2,535 sq. ft.",Fully Furnished,4
409,"KLCC, Kuala Lumpur",756000.0,4.0,2.0,Residence,"Built-up : 3,897 sq. ft.",Partly Furnished,4
410,"Sungai Besi, Kuala Lumpur",126000.0,2.0,2.0,Residence,Land area : 1025 sq. ft.,Partly Furnished,3
411,"City Centre, Kuala Lumpur",867300.0,5.0,2.0,Condo,"Built-up : 3,713 sq. ft.",Partly Furnished,5
415,"KLCC, Kuala Lumpur",373800.0,3.0,2.0,Condo,"Built-up : 1,232 sq. ft.",Fully Furnished,3
416,"Bukit Jalil, Kuala Lumpur",189000.0,3.0,3.0,Condo,"Built-up : 1,513 sq. ft.",Partly Furnished,5
418,"Bangsar, Kuala Lumpur",1339800.0,5.0,3.0,Condo,"Built-up : 4,025 sq. ft.",Partly Furnished,4
419,"Bangsar, Kuala Lumpur",1449000.0,6.0,3.0,Condo,"Built-up : 4,945 sq. ft.",Partly Furnished,5
420,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",138600.0,2.0,2.0,Condo,Land area : 992 sq. ft.,Partly Furnished,3
421,"KLCC, Kuala Lumpur",656250.0,2.0,2.0,Residence,"Built-up : 1,421 sq. ft.",Partly Furnished,2
422,"KLCC, Kuala Lumpur",520800.0,1.0,1.0,Residence,"Built-up : 1,023 sq. ft.",Partly Furnished,1
423,"Damansara Heights, Kuala Lumpur",840000.0,5.0,2.0,Others,Land area : 3700 sq. ft.,Partly Furnished,5
424,"KLCC, Kuala Lumpur",220500.0,4.0,2.0,Residence,"Built-up : 1,313 sq. ft.",Partly Furnished,4
425,"KLCC, Kuala Lumpur",384930.0,1.0,1.0,Residence,Built-up : 925 sq. ft.,Fully Furnished,1
427,"KLCC, Kuala Lumpur",629790.0,3.0,3.0,Residence,"Built-up : 2,066 sq. ft.",Fully Furnished,4
428,"Bukit Jalil, Kuala Lumpur",133980.0,1.0,1.0,Residence,Built-up : 721 sq. ft.,Partly Furnished,2
429,"Bangsar, Kuala Lumpur",1436925.0,5.0,4.0,Condo,"Built-up : 4,025 sq. ft.",Partly Furnished,4
430,"Bangsar, Kuala Lumpur",1779970.5,5.0,4.0,Condo,"Built-up : 5,137 sq. ft.",Partly Furnished,5
432,"Mont Kiara, Kuala Lumpur",297150.0,4.0,2.0,Condo,"Built-up : 1,496 sq. ft.",Partly Furnished,4
435,"KLCC, Kuala Lumpur",289800.0,4.0,2.0,Residence,"Built-up : 1,701 sq. ft.",Fully Furnished,4
437,"Bangsar, Kuala Lumpur",1738800.0,6.0,4.0,Condo,"Built-up : 5,137 sq. ft.",Partly Furnished,5
438,"Taman Desa, Kuala Lumpur",774900.0,5.0,6.0,Others,Land area : 3658 sq. ft.,Unfurnished,5
439,"Sri Petaling, Kuala Lumpur",199500.0,3.0,2.0,Terrace/Link,Land area : 1650 sq. ft.,Partly Furnished,5
440,"Bukit Jalil, Kuala Lumpur",840000.0,7.0,4.0,Bungalow,Land area : 5337 sq. ft.,Partly Furnished,7
441,"Bangsar, Kuala Lumpur",2091600.0,7.0,6.0,Condo,"Built-up : 6,913 sq. ft.",Partly Furnished,6
442,"Bangsar, Kuala Lumpur",1398600.0,5.0,3.0,Condo,"Built-up : 4,771 sq. ft.",Partly Furnished,4
443,"Bangsar, Kuala Lumpur",1323000.0,5.0,3.0,Condo,"Built-up : 4,025 sq. ft.",Partly Furnished,4
444,"Taman Desa, Kuala Lumpur",131880.0,2.0,1.0,Condo,"Built-up : 1,150 sq. ft.",Partly Furnished,3
445,"Taman Desa, Kuala Lumpur",131880.0,2.0,1.0,Condo,"Built-up : 1,150 sq. ft.",Partly Furnished,3
446,"Mont Kiara, Kuala Lumpur",333900.0,4.0,2.0,Condo,"Built-up : 1,878 sq. ft.",Partly Furnished,4
447,"KLCC, Kuala Lumpur",699300.0,3.0,1.0,Residence,"Built-up : 2,789 sq. ft.",Fully Furnished,3
448,"Setapak, Kuala Lumpur",89880.0,2.0,2.0,Residence,Built-up : 918 sq. ft.,Partly Furnished,4
450,"Sungai Besi, Kuala Lumpur",472500.0,5.0,7.0,Terrace/Link,Land area : 40+30 X 80 sq. ft.,Partly Furnished,6
454,"Bangsar, Kuala Lumpur",1575000.0,5.0,4.0,Condo,"Built-up : 4,025 sq. ft.",Partly Furnished,4
455,"KLCC, Kuala Lumpur",304500.0,2.0,1.0,Condo,Built-up : 867 sq. ft.,Fully Furnished,2
457,"KLCC, Kuala Lumpur",210000.0,1.0,1.0,Condo,Built-up : 751 sq. ft.,Partly Furnished,1
460,"Mont Kiara, Kuala Lumpur",546000.0,5.0,3.0,Condo,"Built-up : 3,478 sq. ft.",Partly Furnished,5
462,"Taman Tun Dr Ismail, Kuala Lumpur",577500.0,4.0,2.0,Residence,"Built-up : 2,426 sq. ft.",Partly Furnished,4
463,"Seputeh, Kuala Lumpur",1155000.0,6.0,4.0,Bungalow,Land area : 5446 sq. ft.,Fully Furnished,6
464,"Setapak, Kuala Lumpur",89880.0,2.0,2.0,Residence,Built-up : 918 sq. ft.,Unfurnished,4
465,"Bukit Tunku (Kenny Hills), Kuala Lumpur",3108000.0,9.0,6.0,Bungalow,Land area : 12000 sq. ft.,Partly Furnished,8
466,"KLCC, Kuala Lumpur",5880000.0,16.0,10.0,Bungalow,Land area : 26000 sq. ft.,Partly Furnished,14
467,"Taman Tun Dr Ismail, Kuala Lumpur",378000.0,3.0,3.0,Terrace/Link,Land area : 22x95 sq. ft.,Partly Furnished,4
468,"Sentul, Kuala Lumpur",161700.0,3.0,2.0,Condo,"Built-up : 1,186 sq. ft.",Partly Furnished,3
470,"Damansara Heights, Kuala Lumpur",756000.0,7.0,5.0,Bungalow,Land area : 5000 sq. ft.,Unfurnished,7
473,"KLCC, Kuala Lumpur",252000.0,2.0,1.0,Condo,Built-up : 976 sq. ft.,Partly Furnished,2
475,"Segambut, Kuala Lumpur",151200.0,3.0,2.0,Condo,"Built-up : 1,577 sq. ft.",Fully Furnished,4
476,"Bukit Jalil, Kuala Lumpur",241500.0,3.0,4.0,Condo,"Built-up : 1,772 sq. ft.",Partly Furnished,6
477,"Bukit Jalil, Kuala Lumpur",194880.0,3.0,2.0,Condo,"Built-up : 1,513 sq. ft.",Partly Furnished,4
478,"Kepong, Kuala Lumpur",352800.0,4.0,6.0,Terrace/Link,Land area : 48x85 sq. ft.,Fully Furnished,6
479,"KLCC, Kuala Lumpur",283500.0,2.0,1.0,Residence,Built-up : 900 sq. ft.,Fully Furnished,2
480,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",75600.0,2.0,1.0,Condo,"Built-up : 1,088 sq. ft.",Partly Furnished,3
481,"KLCC, Kuala Lumpur",210000.0,1.0,1.0,Condo,Built-up : 751 sq. ft.,Partly Furnished,1
483,"Cheras, Kuala Lumpur",182280.0,4.0,2.0,Terrace/Link,Land area : 23x75 sq. ft.,Partly Furnished,5
484,"Mont Kiara, Kuala Lumpur",391650.0,5.0,3.0,Condo,"Built-up : 2,535 sq. ft.",Partly Furnished,4
485,"KLCC, Kuala Lumpur",274680.0,1.0,1.0,Condo,Built-up : 753 sq. ft.,Fully Furnished,2
486,"KLCC, Kuala Lumpur",369600.0,2.0,2.0,Condo,"Built-up : 1,159 sq. ft.",Fully Furnished,3
487,"Sungai Besi, Kuala Lumpur",119280.0,2.0,2.0,Condo,Built-up : 904 sq. ft.,Partly Furnished,2
488,"KLCC, Kuala Lumpur",214200.0,2.0,1.0,Residence,Built-up : 813 sq. ft.,Fully Furnished,3
489,"KLCC, Kuala Lumpur",504000.0,2.0,1.0,Residence,"Built-up : 1,103 sq. ft.",Fully Furnished,2
490,"KLCC, Kuala Lumpur",230790.0,2.0,1.0,Residence,Built-up : 833 sq. ft.,Fully Furnished,3
491,"Desa ParkCity, Kuala Lumpur",388500.0,3.0,3.0,Terrace/Link,Land area : 22x75 sq. ft.,Partly Furnished,4
492,"KLCC, Kuala Lumpur",325500.0,2.0,2.0,Residence,Land area : 910 sq. ft.,Fully Furnished,2
493,"Mont Kiara, Kuala Lumpur",298200.0,4.0,2.0,Condo,"Built-up : 1,496 sq. ft.",Fully Furnished,4
494,"Taman Tun Dr Ismail, Kuala Lumpur",268800.0,3.0,2.0,Terrace/Link,Land area : 24x75 sq. ft.,Partly Furnished,4
496,"Taman Tun Dr Ismail, Kuala Lumpur",222600.0,2.0,2.0,Terrace/Link,Land area : 24x80 sq. ft.,Unfurnished,3
497,"Mont Kiara, Kuala Lumpur",535500.0,5.0,2.0,Condo,"Built-up : 2,973 sq. ft.",Partly Furnished,5
499,"Bukit Jalil, Kuala Lumpur",205800.0,3.0,2.0,Condo,"Built-up : 1,513 sq. ft.",Fully Furnished,5
500,"Damansara Heights, Kuala Lumpur",556500.0,5.0,3.0,Residence,"Built-up : 2,077 sq. ft.",Partly Furnished,4
502,"KLCC, Kuala Lumpur",706440.0,2.0,2.0,Residence,"Built-up : 1,399 sq. ft.",Fully Furnished,3
503,"KLCC, Kuala Lumpur",298200.0,2.0,1.0,Condo,Built-up : 976 sq. ft.,Partly Furnished,3
504,"KLCC, Kuala Lumpur",606690.0,2.0,1.0,Residence,"Built-up : 1,163 sq. ft.",Fully Furnished,1
507,"City Centre, Kuala Lumpur",226800.0,2.0,1.0,Condo,"Built-up : 1,411 sq. ft.",Partly Furnished,2
508,"City Centre, Kuala Lumpur",192360.0,1.0,1.0,Condo,"Built-up : 1,119 sq. ft.",Fully Furnished,1
510,"Mont Kiara, Kuala Lumpur",525000.0,4.0,4.0,Others,"Built-up : 3,833 sq. ft.",Partly Furnished,6
512,"Sungai Besi, Kuala Lumpur",462000.0,5.0,5.0,Others,Land area : 3282 sq. ft.,Partly Furnished,5
513,"Ampang, Kuala Lumpur",756000.0,4.0,6.0,Bungalow,Land area : 9670 sq. ft.,Unfurnished,5
514,"Taman Tun Dr Ismail, Kuala Lumpur",1050000.0,5.0,3.0,Bungalow,Land area : 6000 sq. ft.,Fully Furnished,8
515,"Taman Tun Dr Ismail, Kuala Lumpur",583800.0,3.0,2.0,Others,Land area : 45x80 sq. ft.,Partly Furnished,4
517,"Cheras, Kuala Lumpur",126000.0,3.0,2.0,Terrace/Link,Land area : 22x75 sq. ft.,Unfurnished,4
518,"Sungai Besi, Kuala Lumpur",210000.0,4.0,2.0,Terrace/Link,Land area : 20x80 sq. ft.,Partly Furnished,5
519,"KL Sentral, Kuala Lumpur",511329.0,4.0,1.0,Residence,Land area : 1873 sq. ft.,Unfurnished,4
520,"Damansara Heights, Kuala Lumpur",336000.0,2.0,1.0,Residence,"Built-up : 1,152 sq. ft.",Partly Furnished,2
521,"Taman Melawati, Kuala Lumpur",420000.0,6.0,3.0,Others,Land area : 3200 sq. ft.,Partly Furnished,6
522,"Cheras, Kuala Lumpur",112350.0,1.0,1.0,Residence,Built-up : 762 sq. ft.,Partly Furnished,1
525,"Sungai Besi, Kuala Lumpur",273000.0,6.0,4.0,Terrace/Link,Land area : 24x80 sq. ft.,Partly Furnished,5
527,"KLCC, Kuala Lumpur",252000.0,3.0,2.0,Residence,"Built-up : 1,335 sq. ft.",Fully Furnished,3
528,"KL Sentral, Kuala Lumpur",535500.0,5.0,2.0,Residence,"Built-up : 1,830 sq. ft.",Partly Furnished,4
529,"Ampang, Kuala Lumpur",543900.0,6.0,2.0,Bungalow,Land area : 58x80 sq. ft.,Partly Furnished,6
530,"Ampang, Kuala Lumpur",310800.0,4.0,2.0,Condo,"Built-up : 1,876 sq. ft.",Fully Furnished,4
531,"Sungai Besi, Kuala Lumpur",283080.0,6.0,4.0,Terrace/Link,"Built-up : 3,216 sq. ft.",Unfurnished,5
532,"Setapak, Kuala Lumpur",89880.0,2.0,2.0,Residence,Built-up : 918 sq. ft.,Partly Furnished,4
533,"Mont Kiara, Kuala Lumpur",129780.0,1.0,1.0,Residence,Built-up : 462 sq. ft.,Fully Furnished,1
534,"Mont Kiara, Kuala Lumpur",333900.0,3.0,2.0,Condo,"Built-up : 2,201 sq. ft.",Partly Furnished,4
537,"Mont Kiara, Kuala Lumpur",357000.0,4.0,2.0,Condo,"Built-up : 1,496 sq. ft.",Fully Furnished,4
540,"Mont Kiara, Kuala Lumpur",409500.0,4.0,2.0,Condo,"Built-up : 1,830 sq. ft.",Partly Furnished,5
541,"KLCC, Kuala Lumpur",483000.0,1.0,2.0,Residence,"Built-up : 1,023 sq. ft.",Partly Furnished,1
542,"KLCC, Kuala Lumpur",262500.0,3.0,2.0,Residence,"Built-up : 1,335 sq. ft.",Fully Furnished,3
543,"KLCC, Kuala Lumpur",664860.0,2.0,1.0,Residence,"Built-up : 1,423 sq. ft.",Fully Furnished,2
544,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",77700.0,2.0,2.0,Residence,Built-up : 950 sq. ft.,Partly Furnished,3
546,"KLCC, Kuala Lumpur",210000.0,1.0,1.0,Condo,Built-up : 751 sq. ft.,Fully Furnished,1
548,"Bangsar, Kuala Lumpur",1386000.0,5.0,3.0,Condo,"Built-up : 4,025 sq. ft.",Unknown,4
549,"Bangsar, Kuala Lumpur",1554000.0,5.0,5.0,Condo,"Built-up : 5,137 sq. ft.",Partly Furnished,5
551,"Damansara Heights, Kuala Lumpur",2688000.0,9.0,10.0,Bungalow,Land area : 8000 sq. ft.,Fully Furnished,7
552,"Damansara Heights, Kuala Lumpur",945000.0,7.0,3.0,Bungalow,Land area : 2970 sq. ft.,Partly Furnished,6
553,"Bangsar, Kuala Lumpur",1428000.0,6.0,6.0,Bungalow,Land area : 7416 sq. ft.,Partly Furnished,7
554,"KL Eco City, Kuala Lumpur",270684.12,2.0,1.0,Condo,"Built-up : 1,076 sq. ft.",Fully Furnished,2
555,"KL Sentral, Kuala Lumpur",777000.0,3.0,1.0,Residence,"Built-up : 1,738 sq. ft.",Partly Furnished,3
557,"Cheras, Kuala Lumpur",86100.0,2.0,2.0,Condo,Built-up : 885 sq. ft.,Partly Furnished,2
558,"Taman Tun Dr Ismail, Kuala Lumpur",336000.0,3.0,2.0,Terrace/Link,Land area : 23x75 sq. ft.,Partly Furnished,4
559,"KLCC, Kuala Lumpur",705600.0,2.0,2.0,Residence,"Built-up : 1,421 sq. ft.",Partly Furnished,2
560,"Damansara Heights, Kuala Lumpur",371700.0,2.0,1.0,Residence,"Built-up : 1,152 sq. ft.",Fully Furnished,2
562,"Mont Kiara, Kuala Lumpur",390600.0,4.0,2.0,Condo,"Built-up : 2,070 sq. ft.",Partly Furnished,4
563,"KLCC, Kuala Lumpur",304500.0,2.0,1.0,Residence,"Built-up : 1,050 sq. ft.",Fully Furnished,2
564,"Bukit Jalil, Kuala Lumpur",222600.0,4.0,4.0,Condo,"Built-up : 1,772 sq. ft.",Partly Furnished,5
565,"Bukit Jalil, Kuala Lumpur",189000.0,3.0,2.0,Condo,"Built-up : 1,513 sq. ft.",Partly Furnished,5
566,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",226800.0,4.0,2.0,Condo,"Built-up : 1,875 sq. ft.",Partly Furnished,4
567,"Pantai, Kuala Lumpur",119700.0,2.0,1.0,Condo,Land area : 1200 sq. ft.,Partly Furnished,3
569,"Mont Kiara, Kuala Lumpur",394800.0,3.0,2.0,Condo,"Built-up : 2,243 sq. ft.",Partly Furnished,4
570,"Mont Kiara, Kuala Lumpur",353850.0,3.0,2.0,Condo,"Built-up : 2,038 sq. ft.",Partly Furnished,4
571,"Bukit Jalil, Kuala Lumpur",115500.0,2.0,2.0,Condo,"Built-up : 1,073 sq. ft.",Partly Furnished,3
572,"KLCC, Kuala Lumpur",210000.0,1.0,1.0,Condo,Built-up : 751 sq. ft.,Partly Furnished,1
573,"Kepong, Kuala Lumpur",102900.0,3.0,2.0,Terrace/Link,Land area : 20x65 sq. ft.,Partly Furnished,5
574,"Kepong, Kuala Lumpur",262500.0,5.0,4.0,Terrace/Link,Land area : 22x85 sq. ft.,Partly Furnished,5
576,"KLCC, Kuala Lumpur",525000.0,2.0,1.0,Residence,"Built-up : 1,023 sq. ft.",Partly Furnished,1
580,"Bukit Bintang, Kuala Lumpur",429408.0,2.0,1.0,Residence,Built-up : 912 sq. ft.,Fully Furnished,2
581,"Bukit Jalil, Kuala Lumpur",262500.0,4.0,2.0,Condo,"Built-up : 1,700 sq. ft.",Fully Furnished,4
582,"KLCC, Kuala Lumpur",1039500.0,4.0,2.0,Residence,"Built-up : 3,300 sq. ft.",Fully Furnished,4
583,"Mont Kiara, Kuala Lumpur",491400.0,5.0,3.0,Condo,Land area : 0 sq. ft.,Partly Furnished,5
584,"Mont Kiara, Kuala Lumpur",356580.0,4.0,2.0,Condo,Land area : 0 sq. ft.,Partly Furnished,4
585,"Mont Kiara, Kuala Lumpur",298200.0,4.0,2.0,Condo,"Built-up : 1,496 sq. ft.",Partly Furnished,4
587,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",194880.0,2.0,2.0,Condo,"Built-up : 1,523 sq. ft.",Unfurnished,4
588,"Bukit Jalil, Kuala Lumpur",118650.0,2.0,2.0,Condo,"Built-up : 1,100 sq. ft.",Partly Furnished,3
589,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",325500.0,4.0,4.0,Condo,"Built-up : 2,638 sq. ft.",Partly Furnished,4
590,"Taman Tun Dr Ismail, Kuala Lumpur",378000.0,3.0,3.0,Terrace/Link,Land area : 25x75 sq. ft.,Partly Furnished,4
591,"Damansara Heights, Kuala Lumpur",672000.0,5.0,4.0,Others,Land area : 3670 sq. ft.,Partly Furnished,5
592,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",140700.0,2.0,2.0,Residence,Built-up : 907 sq. ft.,Fully Furnished,3
593,"KLCC, Kuala Lumpur",210000.0,1.0,1.0,Condo,Built-up : 657 sq. ft.,Partly Furnished,1
594,"City Centre, Kuala Lumpur",1259790.0,4.0,3.0,Condo,"Built-up : 3,289 sq. ft.",Fully Furnished,4
